Title,Raw_Price,Raw_Area,Raw_BHK,Locality,lat,lon
Premium 4 BHK in Riverside Estates,"₹ 8,852,179 /- Only",2622 Sq-Ft,4 BHK,Riverside Estates,13.022335544895789,77.53463851994205
Premium 4 BHK in Riverside Estates,"₹ 7,849,021 /- Only",2226 Sq-Ft,4 BHK,Riverside Estates,13.038157206498232,77.54822113668631
Premium 3 BHK in Greenwood Valley,"₹ 7,324,694 /- Only",2217 Sq-Ft,3 BHK,Greenwood Valley,12.986387051206105,77.74803833491386
Premium 2 BHK in Greenwood Valley,"₹ 4,221,171 /- Only",1243 Sq-Ft,2 BHK,Greenwood Valley,12.969763582109518,77.74750098873409
Premium 3 BHK in Greenwood Valley,"₹ 6,932,034 /- Only",1994 Sq-Ft,3 BHK,Greenwood Valley,12.972372101756923,77.74176554380934
Premium 4 BHK in Silicon Suburbs,"₹ 7,801,403 /- Only",2208 Sq-Ft,4 BHK,Silicon Suburbs,12.92921339961001,77.62143886655913
Premium 1 BHK in Silicon Suburbs,"₹ 2,309,422 /- Only",715 Sq-Ft,1 BHK,Silicon Suburbs,12.927127130180956,77.61566028450444
Premium 1 BHK in Greenwood Valley,"₹ 1,986,190 /- Only",576 Sq-Ft,1 BHK,Greenwood Valley,12.980405790158748,77.75008106333726
Premium 2 BHK in Silicon Suburbs,"₹ 4,259,299 /- Only",1199 Sq-Ft,2 BHK,Silicon Suburbs,12.936114082401843,77.63271963565597
Premium 2 BHK in Greenwood Valley,"₹ 4,578,330 /- Only",1330 Sq-Ft,2 BHK,Greenwood Valley,12.990944711334588,77.7558090603263
Premium 3 BHK in Silicon Suburbs,"₹ 6,885,274 /- Only",2007 Sq-Ft,3 BHK,Silicon Suburbs,12.9331686710519,77.62410792400522
Premium 3 BHK in Greenwood Valley,"₹ 7,285,978 /- Only",2120 Sq-Ft,3 BHK,Greenwood Valley,12.98852942139307,77.73865133162913
Premium 2 BHK in Downtown Core,"₹ 6,349,328 /- Only",1203 Sq-Ft,2 BHK,Downtown Core,12.972229736866936,77.59862175286486
Premium 3 BHK in Downtown Core,"₹ 9,270,964 /- Only",1782 Sq-Ft,3 BHK,Downtown Core,12.982218351389792,77.60011495910388
Premium 4 BHK in Downtown Core,"₹ 14,934,128 /- Only",2937 Sq-Ft,4 BHK,Downtown Core,12.972943643827445,77.5928456880546
Premium 2 BHK in Silicon Suburbs,"₹ 4,112,643 /- Only",1226 Sq-Ft,2 BHK,Silicon Suburbs,12.91859905952029,77.6270563950012
Premium 3 BHK in Riverside Estates,"₹ 6,823,110 /- Only",2032 Sq-Ft,3 BHK,Riverside Estates,13.017026418139197,77.54547768996768
Premium 2 BHK in Downtown Core,"₹ 6,494,615 /- Only",1261 Sq-Ft,2 BHK,Downtown Core,12.981870806229233,77.58296052327832
Premium 4 BHK in Greenwood Valley,"₹ 8,594,517 /- Only",2484 Sq-Ft,4 BHK,Greenwood Valley,12.975930669358442,77.75565165036816
Premium 2 BHK in Downtown Core,"₹ 6,361,615 /- Only",1258 Sq-Ft,2 BHK,Downtown Core,12.973108458480121,77.60505566763763
Premium 4 BHK in Greenwood Valley,"₹ 9,422,344 /- Only",2745 Sq-Ft,4 BHK,Greenwood Valley,12.988424805098035,77.74098992447416
Premium 2 BHK in Riverside Estates,"₹ 4,278,349 /- Only",1266 Sq-Ft,2 BHK,Riverside Estates,13.021611399039267,77.53605899511716
Premium 2 BHK in Downtown Core,"₹ 6,158,791 /- Only",1203 Sq-Ft,2 BHK,Downtown Core,12.965022708200294,77.5884491757632
Premium 3 BHK in Silicon Suburbs,"₹ 6,759,943 /- Only",1937 Sq-Ft,3 BHK,Silicon Suburbs,12.933916543027925,77.63275278991017
Premium 4 BHK in Downtown Core,"₹ 11,809,297 /- Only",2285 Sq-Ft,4 BHK,Downtown Core,12.963711133258485,77.60506796616397
Premium 1 BHK in Riverside Estates,"₹ 1,831,911 /- Only",560 Sq-Ft,1 BHK,Riverside Estates,13.018464634212828,77.55316774718197
Premium 3 BHK in Silicon Suburbs,"₹ 6,728,876 /- Only",2004 Sq-Ft,3 BHK,Silicon Suburbs,12.92432230331406,77.62872221423834
Premium 4 BHK in Silicon Suburbs,"₹ 7,923,754 /- Only",2306 Sq-Ft,4 BHK,Silicon Suburbs,12.935225176190995,77.61814470189053
Premium 4 BHK in Greenwood Valley,"₹ 8,309,939 /- Only",2439 Sq-Ft,4 BHK,Greenwood Valley,12.975092251297573,77.759679365443
Premium 2 BHK in Greenwood Valley,"₹ 4,933,000 /- Only",1467 Sq-Ft,2 BHK,Greenwood Valley,12.985044209198945,77.7582824166261
Premium 4 BHK in Silicon Suburbs,"₹ 9,359,252 /- Only",2784 Sq-Ft,4 BHK,Silicon Suburbs,12.935931900578632,77.6340402508442
Premium 4 BHK in Greenwood Valley,"₹ 9,975,922 /- Only",2949 Sq-Ft,4 BHK,Greenwood Valley,12.973000873099279,77.75737367312841
Premium 2 BHK in Silicon Suburbs,"₹ 4,668,709 /- Only",1358 Sq-Ft,2 BHK,Silicon Suburbs,12.928608372028746,77.62207190378352
Premium 3 BHK in Greenwood Valley,"₹ 6,782,784 /- Only",2036 Sq-Ft,3 BHK,Greenwood Valley,12.989058266657665,77.74506748463992
Premium 3 BHK in Silicon Suburbs,"₹ 7,000,673 /- Only",2108 Sq-Ft,3 BHK,Silicon Suburbs,12.933445868411363,77.62341505707799
Premium 2 BHK in Riverside Estates,"₹ 4,583,667 /- Only",1329 Sq-Ft,2 BHK,Riverside Estates,13.020646975406764,77.53993987846333
Premium 2 BHK in Riverside Estates,"₹ 4,296,517 /- Only",1234 Sq-Ft,2 BHK,Riverside Estates,13.037038123763832,77.54564104557114
Premium 1 BHK in Riverside Estates,"₹ 2,329,822 /- Only",698 Sq-Ft,1 BHK,Riverside Estates,13.03980711085847,77.53579985256283
Premium 1 BHK in Greenwood Valley,"₹ 2,703,143 /- Only",774 Sq-Ft,1 BHK,Greenwood Valley,12.99084991127259,77.74272228938659
Premium 3 BHK in Silicon Suburbs,"₹ 7,258,990 /- Only",2119 Sq-Ft,3 BHK,Silicon Suburbs,12.939695376583082,77.63713638392913
Premium 4 BHK in Greenwood Valley,"₹ 9,209,788 /- Only",2723 Sq-Ft,4 BHK,Greenwood Valley,12.97253598608036,77.75432978354407
Premium 2 BHK in Greenwood Valley,"₹ 4,226,430 /- Only",1226 Sq-Ft,2 BHK,Greenwood Valley,12.969623064073064,77.73991849507811
Premium 3 BHK in Riverside Estates,"₹ 7,732,419 /- Only",2290 Sq-Ft,3 BHK,Riverside Estates,13.037038462971385,77.54094945326206
Premium 1 BHK in Downtown Core,"₹ 3,775,107 /- Only",774 Sq-Ft,1 BHK,Downtown Core,12.975904732915332,77.6003057282208
Premium 1 BHK in Riverside Estates,"₹ 2,223,045 /- Only",662 Sq-Ft,1 BHK,Riverside Estates,13.036236902221406,77.53498572293682
Premium 2 BHK in Downtown Core,"₹ 6,496,251 /- Only",1298 Sq-Ft,2 BHK,Downtown Core,12.982655621284101,77.58888671643801
Premium 4 BHK in Greenwood Valley,"₹ 8,973,521 /- Only",2652 Sq-Ft,4 BHK,Greenwood Valley,12.991266952489665,77.75001802809382
Premium 4 BHK in Silicon Suburbs,"₹ 7,822,671 /- Only",2247 Sq-Ft,4 BHK,Silicon Suburbs,12.92192090254078,77.6366823403072
Premium 2 BHK in Greenwood Valley,"₹ 4,502,917 /- Only",1300 Sq-Ft,2 BHK,Greenwood Valley,12.99094450011225,77.7434159502329
Premium 3 BHK in Downtown Core,"₹ 11,119,599 /- Only",2215 Sq-Ft,3 BHK,Downtown Core,12.963907053814188,77.59795688679206
Premium 4 BHK in Riverside Estates,"₹ 9,377,644 /- Only",2801 Sq-Ft,4 BHK,Riverside Estates,13.02284071535913,77.53738595419547
Premium 1 BHK in Downtown Core,"₹ 3,190,913 /- Only",639 Sq-Ft,1 BHK,Downtown Core,12.982748682773753,77.60030647211171
Premium 1 BHK in Greenwood Valley,"₹ 2,173,686 /- Only",616 Sq-Ft,1 BHK,Greenwood Valley,12.983506323084846,77.7478492613761
Premium 3 BHK in Riverside Estates,"₹ 6,803,091 /- Only",1966 Sq-Ft,3 BHK,Riverside Estates,13.03616630786244,77.53011690822007
Premium 4 BHK in Greenwood Valley,"₹ 10,077,937 /- Only",2996 Sq-Ft,4 BHK,Greenwood Valley,12.97906528737797,77.73928476136045
Premium 3 BHK in Silicon Suburbs,"₹ 6,766,146 /- Only",1935 Sq-Ft,3 BHK,Silicon Suburbs,12.927178585310479,77.63293326128056
Premium 2 BHK in Silicon Suburbs,"₹ 4,504,394 /- Only",1270 Sq-Ft,2 BHK,Silicon Suburbs,12.930955008202895,77.6291490740583
Premium 1 BHK in Downtown Core,"₹ 3,288,814 /- Only",626 Sq-Ft,1 BHK,Downtown Core,12.960740413727859,77.5969028012144
Premium 4 BHK in Silicon Suburbs,"₹ 8,250,775 /- Only",2420 Sq-Ft,4 BHK,Silicon Suburbs,12.920439714096457,77.62833153442357
Premium 2 BHK in Silicon Suburbs,"₹ 3,912,359 /- Only",1161 Sq-Ft,2 BHK,Silicon Suburbs,12.925494361395963,77.62712604584057
Premium 1 BHK in Riverside Estates,"₹ 2,210,199 /- Only",655 Sq-Ft,1 BHK,Riverside Estates,13.033692162249057,77.54366177928586
Premium 4 BHK in Greenwood Valley,"₹ 8,820,623 /- Only",2582 Sq-Ft,4 BHK,Greenwood Valley,12.990717767165597,77.74236341212223
Premium 3 BHK in Silicon Suburbs,"₹ 6,722,860 /- Only",1984 Sq-Ft,3 BHK,Silicon Suburbs,12.933931601276663,77.63661306863905
Premium 4 BHK in Riverside Estates,"₹ 9,185,858 /- Only",2686 Sq-Ft,4 BHK,Riverside Estates,13.028365218849498,77.53970281989545
Premium 1 BHK in Greenwood Valley,"₹ 2,303,374 /- Only",724 Sq-Ft,1 BHK,Greenwood Valley,12.969850059484354,77.74613711782412
Premium 2 BHK in Riverside Estates,"₹ 4,817,381 /- Only",1383 Sq-Ft,2 BHK,Riverside Estates,13.035338291602073,77.53907242921274
Premium 2 BHK in Greenwood Valley,"₹ 5,055,789 /- Only",1502 Sq-Ft,2 BHK,Greenwood Valley,12.976040841903163,77.73965369892294
Premium 4 BHK in Silicon Suburbs,"₹ 9,086,159 /- Only",2636 Sq-Ft,4 BHK,Silicon Suburbs,12.917847399930078,77.61801043753661
Premium 3 BHK in Downtown Core,"₹ 9,521,850 /- Only",1828 Sq-Ft,3 BHK,Downtown Core,12.979427295068138,77.60653412741812
Premium 3 BHK in Riverside Estates,"₹ 6,692,611 /- Only",2004 Sq-Ft,3 BHK,Riverside Estates,13.038881394670078,77.54983153044074
Premium 2 BHK in Silicon Suburbs,"₹ 4,970,145 /- Only",1504 Sq-Ft,2 BHK,Silicon Suburbs,12.935688679419997,77.62093031696708
Premium 2 BHK in Greenwood Valley,"₹ 3,903,649 /- Only",1142 Sq-Ft,2 BHK,Greenwood Valley,12.983030789820562,77.74882840698392
Premium 1 BHK in Silicon Suburbs,"₹ 2,410,297 /- Only",721 Sq-Ft,1 BHK,Silicon Suburbs,12.92598636271631,77.61706235447758
Premium 3 BHK in Silicon Suburbs,"₹ 6,291,688 /- Only",1823 Sq-Ft,3 BHK,Silicon Suburbs,12.920835473677574,77.62414399574273
Premium 1 BHK in Riverside Estates,"₹ 2,372,049 /- Only",712 Sq-Ft,1 BHK,Riverside Estates,13.030334010904165,77.551401163081
Premium 2 BHK in Silicon Suburbs,"₹ 4,329,037 /- Only",1258 Sq-Ft,2 BHK,Silicon Suburbs,12.916047151000493,77.63222453097302
Premium 3 BHK in Downtown Core,"₹ 9,293,421 /- Only",1825 Sq-Ft,3 BHK,Downtown Core,12.972995824152058,77.59328307308981
Premium 3 BHK in Downtown Core,"₹ 9,042,581 /- Only",1752 Sq-Ft,3 BHK,Downtown Core,12.9790919110541,77.5959535483672
Premium 1 BHK in Greenwood Valley,"₹ 2,226,425 /- Only",650 Sq-Ft,1 BHK,Greenwood Valley,12.979223525155088,77.75811071542161
Premium 1 BHK in Riverside Estates,"₹ 2,463,914 /- Only",781 Sq-Ft,1 BHK,Riverside Estates,13.023203336887981,77.53880646414503
Premium 4 BHK in Greenwood Valley,"₹ 9,017,252 /- Only",2699 Sq-Ft,4 BHK,Greenwood Valley,12.98472550042693,77.75708215977916
Premium 4 BHK in Greenwood Valley,"₹ 8,508,724 /- Only",2477 Sq-Ft,4 BHK,Greenwood Valley,12.9886755149427,77.75111663652052
Premium 4 BHK in Greenwood Valley,"₹ 10,166,239 /- Only",3027 Sq-Ft,4 BHK,Greenwood Valley,12.982044713148817,77.74548963965155
Premium 1 BHK in Greenwood Valley,"₹ 2,132,492 /- Only",585 Sq-Ft,1 BHK,Greenwood Valley,12.971473993309733,77.75947811914753
Premium 1 BHK in Downtown Core,"₹ 2,922,673 /- Only",537 Sq-Ft,1 BHK,Downtown Core,12.966688420295178,77.59015401764077
Premium 3 BHK in Downtown Core,"₹ 10,311,389 /- Only",2015 Sq-Ft,3 BHK,Downtown Core,12.980700352143906,77.60648692551193
Premium 1 BHK in Silicon Suburbs,"₹ 1,860,428 /- Only",553 Sq-Ft,1 BHK,Silicon Suburbs,12.916139332396494,77.61957114438962
Premium 1 BHK in Downtown Core,"₹ 3,566,902 /- Only",674 Sq-Ft,1 BHK,Downtown Core,12.966476610439456,77.58978403006195
Premium 1 BHK in Greenwood Valley,"₹ 2,111,024 /- Only",654 Sq-Ft,1 BHK,Greenwood Valley,12.981171198513126,77.73959960420999
Premium 1 BHK in Silicon Suburbs,"₹ 2,211,197 /- Only",611 Sq-Ft,1 BHK,Silicon Suburbs,12.927432629367399,77.63297106159551
Premium 4 BHK in Downtown Core,"₹ 14,391,863 /- Only",2829 Sq-Ft,4 BHK,Downtown Core,12.971944706536766,77.60037382873762
Premium 2 BHK in Greenwood Valley,"₹ 4,021,013 /- Only",1147 Sq-Ft,2 BHK,Greenwood Valley,12.975980105647187,77.75400477948195
Premium 3 BHK in Downtown Core,"₹ 10,921,588 /- Only",2128 Sq-Ft,3 BHK,Downtown Core,12.980003604762166,77.59960472503624
Premium 4 BHK in Silicon Suburbs,"₹ 7,655,430 /- Only",2178 Sq-Ft,4 BHK,Silicon Suburbs,12.92955659104709,77.62550777246909
Premium 4 BHK in Riverside Estates,"₹ 7,886,303 /- Only",2203 Sq-Ft,4 BHK,Riverside Estates,13.02908838522221,77.54883102782408
Premium 3 BHK in Downtown Core,"₹ 8,965,249 /- Only",1697 Sq-Ft,3 BHK,Downtown Core,12.961890258726337,77.58895378524745
Premium 4 BHK in Downtown Core,"₹ 13,316,999 /- Only",2584 Sq-Ft,4 BHK,Downtown Core,12.967709941814752,77.58613039110804
Premium 4 BHK in Silicon Suburbs,"₹ 8,517,533 /- Only",2478 Sq-Ft,4 BHK,Silicon Suburbs,12.9256288472102,77.62811525785254
Premium 4 BHK in Silicon Suburbs,"₹ 9,122,917 /- Only",2665 Sq-Ft,4 BHK,Silicon Suburbs,12.93410454773437,77.63801018758046
Premium 3 BHK in Greenwood Valley,"₹ 6,616,512 /- Only",1946 Sq-Ft,3 BHK,Greenwood Valley,12.9752394233923,77.76082372396384
Premium 1 BHK in Silicon Suburbs,"₹ 2,035,891 /- Only",607 Sq-Ft,1 BHK,Silicon Suburbs,12.93115696202667,77.6153270668684
Premium 3 BHK in Silicon Suburbs,"₹ 5,930,979 /- Only",1742 Sq-Ft,3 BHK,Silicon Suburbs,12.922583326147747,77.61829870056296
Premium 2 BHK in Downtown Core,"₹ 7,504,619 /- Only",1517 Sq-Ft,2 BHK,Downtown Core,12.961521964487197,77.58362336834503
Premium 3 BHK in Greenwood Valley,"₹ 6,373,178 /- Only",1850 Sq-Ft,3 BHK,Greenwood Valley,12.983507769670327,77.73850813454712
Premium 4 BHK in Greenwood Valley,"₹ 7,929,458 /- Only",2312 Sq-Ft,4 BHK,Greenwood Valley,12.969899489128341,77.75892150187632
Premium 3 BHK in Greenwood Valley,"₹ 6,102,170 /- Only",1744 Sq-Ft,3 BHK,Greenwood Valley,12.974721200433505,77.74572005249084
Premium 1 BHK in Silicon Suburbs,"₹ 2,234,859 /- Only",685 Sq-Ft,1 BHK,Silicon Suburbs,12.927195082451842,77.63011995524668
Premium 3 BHK in Silicon Suburbs,"₹ 5,863,488 /- Only",1673 Sq-Ft,3 BHK,Silicon Suburbs,12.92317564972851,77.6173359016101
Premium 2 BHK in Downtown Core,"₹ 7,199,765 /- Only",1442 Sq-Ft,2 BHK,Downtown Core,12.972447269422561,77.5947482692819
Premium 3 BHK in Silicon Suburbs,"₹ 6,560,293 /- Only",1928 Sq-Ft,3 BHK,Silicon Suburbs,12.939750847623282,77.63613226154956
Premium 2 BHK in Riverside Estates,"₹ 3,967,964 /- Only",1145 Sq-Ft,2 BHK,Riverside Estates,13.030137807552507,77.53000515255476
Premium 2 BHK in Downtown Core,"₹ 7,528,981 /- Only",1500 Sq-Ft,2 BHK,Downtown Core,12.980105042626993,77.6046015111163
Premium 1 BHK in Riverside Estates,"₹ 2,126,093 /- Only",585 Sq-Ft,1 BHK,Riverside Estates,13.039591768586178,77.5450715103264
Premium 4 BHK in Greenwood Valley,"₹ 7,972,090 /- Only",2227 Sq-Ft,4 BHK,Greenwood Valley,12.979113395124255,77.74327626393449
Premium 2 BHK in Silicon Suburbs,"₹ 4,233,951 /- Only",1228 Sq-Ft,2 BHK,Silicon Suburbs,12.927127406040555,77.63017442384951
Premium 1 BHK in Greenwood Valley,"₹ 1,989,539 /- Only",544 Sq-Ft,1 BHK,Greenwood Valley,12.971080869039248,77.7525945720265
Premium 2 BHK in Downtown Core,"₹ 5,913,379 /- Only",1119 Sq-Ft,2 BHK,Downtown Core,12.976874360347816,77.59293277606899
Premium 4 BHK in Riverside Estates,"₹ 9,409,992 /- Only",2839 Sq-Ft,4 BHK,Riverside Estates,13.04003534143395,77.54088640666232
Premium 3 BHK in Downtown Core,"₹ 10,732,593 /- Only",2142 Sq-Ft,3 BHK,Downtown Core,12.98025573909584,77.6047367672941
Premium 4 BHK in Greenwood Valley,"₹ 9,232,995 /- Only",2708 Sq-Ft,4 BHK,Greenwood Valley,12.983763824206289,77.7460422459306
Premium 2 BHK in Silicon Suburbs,"₹ 4,626,761 /- Only",1378 Sq-Ft,2 BHK,Silicon Suburbs,12.92495132025992,77.62281373612547
Premium 2 BHK in Downtown Core,"₹ 5,952,432 /- Only",1115 Sq-Ft,2 BHK,Downtown Core,12.963256222219426,77.60112242765582
Premium 2 BHK in Riverside Estates,"₹ 4,725,803 /- Only",1401 Sq-Ft,2 BHK,Riverside Estates,13.026364461884581,77.5318544012475
Premium 2 BHK in Greenwood Valley,"₹ 3,800,228 /- Only",1117 Sq-Ft,2 BHK,Greenwood Valley,12.982171388331912,77.76077775036406
Premium 1 BHK in Greenwood Valley,"₹ 2,193,750 /- Only",649 Sq-Ft,1 BHK,Greenwood Valley,12.974399612323202,77.74140384250488
Premium 2 BHK in Downtown Core,"₹ 7,254,961 /- Only",1437 Sq-Ft,2 BHK,Downtown Core,12.964026470493618,77.60310694229645
Premium 1 BHK in Riverside Estates,"₹ 2,219,663 /- Only",625 Sq-Ft,1 BHK,Riverside Estates,13.01935983579134,77.54556124841967
Premium 2 BHK in Riverside Estates,"₹ 3,917,001 /- Only",1146 Sq-Ft,2 BHK,Riverside Estates,13.035410381803771,77.5402462746728
Premium 1 BHK in Silicon Suburbs,"₹ 2,035,117 /- Only",583 Sq-Ft,1 BHK,Silicon Suburbs,12.939611227465852,77.61615718264069
Premium 3 BHK in Silicon Suburbs,"₹ 6,655,758 /- Only",1900 Sq-Ft,3 BHK,Silicon Suburbs,12.918093902741703,77.63275161021033
Premium 3 BHK in Greenwood Valley,"₹ 6,216,821 /- Only",1782 Sq-Ft,3 BHK,Greenwood Valley,12.986056090667606,77.73983079936863
Premium 2 BHK in Riverside Estates,"₹ 4,200,896 /- Only",1258 Sq-Ft,2 BHK,Riverside Estates,13.039495679260904,77.53039484388131
Premium 3 BHK in Downtown Core,"₹ 9,106,769 /- Only",1790 Sq-Ft,3 BHK,Downtown Core,12.962981766728625,77.6032765083861
Premium 1 BHK in Greenwood Valley,"₹ 2,024,082 /- Only",628 Sq-Ft,1 BHK,Greenwood Valley,12.977056647377792,77.73871323675814
Premium 1 BHK in Greenwood Valley,"₹ 2,419,435 /- Only",698 Sq-Ft,1 BHK,Greenwood Valley,12.988353210000867,77.75800331643855
Premium 1 BHK in Riverside Estates,"₹ 2,442,623 /- Only",734 Sq-Ft,1 BHK,Riverside Estates,13.032338898396828,77.5320412771625
Premium 2 BHK in Downtown Core,"₹ 6,930,038 /- Only",1379 Sq-Ft,2 BHK,Downtown Core,12.967834434176302,77.59310355162935
Premium 1 BHK in Greenwood Valley,"₹ 2,505,309 /- Only",773 Sq-Ft,1 BHK,Greenwood Valley,12.980289037581716,77.75738735090984
Premium 4 BHK in Riverside Estates,"₹ 9,885,584 /- Only",2933 Sq-Ft,4 BHK,Riverside Estates,13.029036661024211,77.53440708035083
Premium 4 BHK in Silicon Suburbs,"₹ 9,789,521 /- Only",2874 Sq-Ft,4 BHK,Silicon Suburbs,12.919673397476974,77.62662564412555
Premium 3 BHK in Silicon Suburbs,"₹ 7,286,438 /- Only",2171 Sq-Ft,3 BHK,Silicon Suburbs,12.934696099401775,77.6247887785716
Premium 1 BHK in Greenwood Valley,"₹ 2,451,232 /- Only",731 Sq-Ft,1 BHK,Greenwood Valley,12.986480280558288,77.75179139412131
Premium 1 BHK in Downtown Core,"₹ 3,139,046 /- Only",607 Sq-Ft,1 BHK,Downtown Core,12.97332347278185,77.59846815103096
Premium 3 BHK in Silicon Suburbs,"₹ 7,043,079 /- Only",2044 Sq-Ft,3 BHK,Silicon Suburbs,12.919366001167209,77.62955497402926
Premium 1 BHK in Greenwood Valley,"₹ 2,071,301 /- Only",604 Sq-Ft,1 BHK,Greenwood Valley,12.98628341678152,77.75103365689894
Premium 1 BHK in Downtown Core,"₹ 2,863,046 /- Only",572 Sq-Ft,1 BHK,Downtown Core,12.962150817190885,77.58761637141463
Premium 3 BHK in Riverside Estates,"₹ 6,836,722 /- Only",2023 Sq-Ft,3 BHK,Riverside Estates,13.034419564258073,77.53587103223931
Premium 1 BHK in Greenwood Valley,"₹ 2,563,609 /- Only",720 Sq-Ft,1 BHK,Greenwood Valley,12.985521648598846,77.74370003277902
Premium 3 BHK in Silicon Suburbs,"₹ 5,791,922 /- Only",1673 Sq-Ft,3 BHK,Silicon Suburbs,12.92781344634779,77.61908390044067
Premium 1 BHK in Silicon Suburbs,"₹ 2,419,346 /- Only",708 Sq-Ft,1 BHK,Silicon Suburbs,12.927058432028996,77.62299416441543
Premium 1 BHK in Greenwood Valley,"₹ 1,903,568 /- Only",552 Sq-Ft,1 BHK,Greenwood Valley,12.981034929938584,77.75601142755407
Premium 3 BHK in Silicon Suburbs,"₹ 6,554,887 /- Only",1955 Sq-Ft,3 BHK,Silicon Suburbs,12.916392388644482,77.61530506516559
Premium 2 BHK in Silicon Suburbs,"₹ 4,768,296 /- Only",1434 Sq-Ft,2 BHK,Silicon Suburbs,12.931139982315017,77.63131730891511
Premium 1 BHK in Downtown Core,"₹ 3,481,708 /- Only",694 Sq-Ft,1 BHK,Downtown Core,12.968740087560098,77.60615661648163
Premium 2 BHK in Silicon Suburbs,"₹ 4,174,297 /- Only",1171 Sq-Ft,2 BHK,Silicon Suburbs,12.930983098648152,77.63780278325933
Premium 1 BHK in Greenwood Valley,"₹ 2,229,147 /- Only",608 Sq-Ft,1 BHK,Greenwood Valley,12.974746688467063,77.74243264815051
Premium 4 BHK in Downtown Core,"₹ 14,680,102 /- Only",2903 Sq-Ft,4 BHK,Downtown Core,12.96879605878326,77.58285391095703
Premium 3 BHK in Downtown Core,"₹ 10,624,903 /- Only",2087 Sq-Ft,3 BHK,Downtown Core,12.983270810097396,77.59617903532794
Premium 1 BHK in Silicon Suburbs,"₹ 2,556,502 /- Only",743 Sq-Ft,1 BHK,Silicon Suburbs,12.917032233917851,77.6386737081266
Premium 2 BHK in Riverside Estates,"₹ 4,453,393 /- Only",1270 Sq-Ft,2 BHK,Riverside Estates,13.024208572355306,77.53994271177487
Premium 3 BHK in Riverside Estates,"₹ 6,946,770 /- Only",2090 Sq-Ft,3 BHK,Riverside Estates,13.025029905854046,77.53834787821724
Premium 1 BHK in Greenwood Valley,"₹ 2,442,266 /- Only",688 Sq-Ft,1 BHK,Greenwood Valley,12.991783346054705,77.75901136339392
Premium 2 BHK in Greenwood Valley,"₹ 4,980,650 /- Only",1457 Sq-Ft,2 BHK,Greenwood Valley,12.978868645827081,77.75203528516255
Premium 2 BHK in Silicon Suburbs,"₹ 4,523,363 /- Only",1293 Sq-Ft,2 BHK,Silicon Suburbs,12.91641222269034,77.63436935461556
Premium 4 BHK in Downtown Core,"₹ 13,151,413 /- Only",2600 Sq-Ft,4 BHK,Downtown Core,12.967260984260522,77.5885738525175
Premium 1 BHK in Silicon Suburbs,"₹ 2,072,704 /- Only",641 Sq-Ft,1 BHK,Silicon Suburbs,12.936447654850147,77.6331692592628
Premium 3 BHK in Greenwood Valley,"₹ 6,328,318 /- Only",1844 Sq-Ft,3 BHK,Greenwood Valley,12.97978572343945,77.74837102096477
Premium 2 BHK in Riverside Estates,"₹ 4,582,743 /- Only",1375 Sq-Ft,2 BHK,Riverside Estates,13.025295791163629,77.531133052917
Premium 3 BHK in Silicon Suburbs,"₹ 5,903,039 /- Only",1725 Sq-Ft,3 BHK,Silicon Suburbs,12.919469697353938,77.62636032474379
Premium 2 BHK in Riverside Estates,"₹ 4,798,679 /- Only",1387 Sq-Ft,2 BHK,Riverside Estates,13.036717077122324,77.55330437859145
Premium 4 BHK in Downtown Core,"₹ 13,373,314 /- Only",2648 Sq-Ft,4 BHK,Downtown Core,12.97443395257886,77.58584571744052
Premium 3 BHK in Greenwood Valley,"₹ 7,273,480 /- Only",2169 Sq-Ft,3 BHK,Greenwood Valley,12.980570547070103,77.75556294216788
Premium 4 BHK in Silicon Suburbs,"₹ 8,139,646 /- Only",2345 Sq-Ft,4 BHK,Silicon Suburbs,12.921514870470682,77.62062476776124
Premium 4 BHK in Greenwood Valley,"₹ 8,962,504 /- Only",2657 Sq-Ft,4 BHK,Greenwood Valley,12.972727399332179,77.75222478742629
Premium 2 BHK in Downtown Core,"₹ 6,077,937 /- Only",1201 Sq-Ft,2 BHK,Downtown Core,12.960418055578858,77.58896778495725
Premium 1 BHK in Silicon Suburbs,"₹ 2,458,073 /- Only",704 Sq-Ft,1 BHK,Silicon Suburbs,12.932593341682132,77.63414160701957
Premium 2 BHK in Silicon Suburbs,"₹ 3,887,215 /- Only",1147 Sq-Ft,2 BHK,Silicon Suburbs,12.919248728021138,77.63115266248118
Premium 3 BHK in Silicon Suburbs,"₹ 7,168,193 /- Only",2101 Sq-Ft,3 BHK,Silicon Suburbs,12.927214027814916,77.6355582761864
Premium 2 BHK in Greenwood Valley,"₹ 4,179,617 /- Only",1168 Sq-Ft,2 BHK,Greenwood Valley,12.977924582266889,77.74346313533789
Premium 3 BHK in Riverside Estates,"₹ 7,457,772 /- Only",2194 Sq-Ft,3 BHK,Riverside Estates,13.034594638917126,77.54666890606896
Premium 1 BHK in Riverside Estates,"₹ 2,180,461 /- Only",609 Sq-Ft,1 BHK,Riverside Estates,13.02609188873667,77.5456275910137
Premium 4 BHK in Greenwood Valley,"₹ 10,166,700 /- Only",3012 Sq-Ft,4 BHK,Greenwood Valley,12.989663881760913,77.75349916547773
Premium 3 BHK in Silicon Suburbs,"₹ 7,288,764 /- Only",2175 Sq-Ft,3 BHK,Silicon Suburbs,12.924574814119335,77.62021979410814
